,limprep_cd150minus_C10,limprep_cd150minus_C12,limprep_cd150minus_C6,limprep_cd150minus_C9,limprep_cd150minus_D11,limprep_cd150minus_D12,limprep_cd150minus_D3,limprep_cd150minus_D4,limprep_cd150minus_D5,limprep_cd150minus_D8,limprep_cd150minus_D9,limprep_cd150plus_A10,limprep_cd150plus_A11,limprep_cd150plus_A3,limprep_cd150plus_A8,limprep_cd150plus_B11,limprep_cd150plus_B12,limprep_cd150plus_B3,limprep_cd150plus_B4,limprep_cd150plus_B9
ENSMUSG00000001924,3456,3683,2204,2703,1516,2564,81,1516,1486,1135,1557,2,842,633,764,1373,1933,218,47,1572
ENSMUSG00000001930,13,138,1,1,1,0,0,83,0,387,0,302,37,0,216,206,649,0,438,210
ENSMUSG00000001942,17,34,69,88,0,0,0,0,0,0,0,365,12,0,0,0,0,0,0,14
ENSMUSG00000001943,0,0,0,0,0,0,171,0,0,0,0,33,0,0,0,0,0,0,0,2
ENSMUSG00000001946,0,0,0,0,1,7,471,0,0,0,606,88,0,3763,0,677,2,144,0,274
ENSMUSG00000001948,1,3,89,25,1,3,2,2,0,0,7,0,0,0,1,0,8,0,0,5
ENSMUSG00000001962,297,268,0,191,0,4,68,113,0,5,0,33,6,588,68,35,3,0,0,812
ENSMUSG00000001964,104,42,28,325,69,1399,8,77,10,23,3,4,3,1457,10,102,886,50,20,210
ENSMUSG00000001983,1,44,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
ENSMUSG00000001986,0,0,0,0,0,45,0,0,0,0,1481,0,0,1459,1,515,1183,0,0,0
ENSMUSG00000001995,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001998,13,0,0,0,0,0,210,0,48,0,0,0,1,0,0,0,0,0,0,2
ENSMUSG00000001999,48,771,970,673,0,20,433,240,224,52,0,0,0,161,6,681,1,0,0,555
ENSMUSG00000002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000002010,2674,3936,1244,1909,954,28,0,1148,1032,1010,172,2,9,430,69,566,915,531,190,515
ENSMUSG00000002012,0,0,0,0,220,7,96,0,0,0,313,7,0,586,5,100,90,0,0,4
ENSMUSG00000002014,1511,834,327,647,270,320,0,397,158,188,378,136,15,0,1021,282,145,273,0,406
ENSMUSG00000002015,1078,717,582,1318,784,72,23,1345,849,217,330,0,16,66,696,908,0,0,451,370
ENSMUSG00000002017,977,476,242,163,0,28,0,351,190,317,40,81,0,323,38,266,0,784,53,484
ENSMUSG00000002020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002028,285,131,115,70,2974,1113,542,375,0,2,4,1212,932,1599,2,561,684,435,24,765
ENSMUSG00000002031,38,407,238,121,0,7,0,131,0,0,0,261,9,820,0,90,0,0,0,185
ENSMUSG00000002032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002043,227,309,226,149,20,1,13,125,0,0,144,1,172,0,367,35,0,5,0,169
ENSMUSG00000002052,226,296,236,17,37,23,134,88,89,238,51,0,518,0,62,486,154,39,0,40
ENSMUSG00000002055,754,564,439,0,0,5,0,93,140,88,0,0,0,0,0,0,0,0,555,7
ENSMUSG00000002058,328,244,271,304,0,0,385,1,72,219,0,209,41,0,206,21,201,481,50,1825
ENSMUSG00000002059,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000002064,451,48,254,784,0,31,1235,159,0,3,201,772,4,223,235,264,0,0,4,165
ENSMUSG00000002068,1516,3222,372,6853,0,0,0,1344,1127,749,1,0,0,1,0,0,0,0,0,2
ENSMUSG00000002083,0,0,30,0,37,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
ENSMUSG00000002102,2664,4003,800,1027,362,58,16,895,1495,1520,624,0,0,1385,214,649,719,0,0,196
ENSMUSG00000002103,18,0,92,67,869,57,7,0,119,13,1248,61,3,50,273,4,0,20,0,50
ENSMUSG00000002105,73,12,169,66,0,546,0,0,0,0,0,0,0,0,0,147,1,7,0,76
ENSMUSG00000002107,1,307,349,4,4593,2834,2873,67,189,0,4927,105,37,3246,1274,2911,4077,1925,350,1760
ENSMUSG00000002108,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000002109,63,4,0,277,0,1,0,0,0,0,0,0,11,698,9,34,0,348,0,220
ENSMUSG00000002111,0,0,0,0,101,48,1726,0,0,0,0,14,4,693,32,150,9,79,98,469
ENSMUSG00000002129,1046,1961,661,1158,72,112,825,714,603,376,2,94,343,1257,58,21,0,0,143,714
ENSMUSG00000002147,112,484,204,505,128,197,196,0,104,0,264,0,1,0,238,571,13,212,0,157
ENSMUSG00000002190,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002204,0,0,0,0,55,4,0,0,0,0,108,0,0,123,99,84,626,358,0,2
ENSMUSG00000002205,867,785,1076,360,0,193,0,460,47,0,0,345,360,1463,59,1815,808,710,0,589
ENSMUSG00000002210,98,59,216,84,0,3,1,88,0,136,0,0,0,17,116,89,0,0,0,345
ENSMUSG00000002221,301,236,539,79,0,53,0,97,16,122,212,0,0,65,0,149,83,1,214,328
ENSMUSG00000002222,109,178,100,13,53,1202,0,38,48,0,767,1,142,692,1,436,3221,256,0,978
ENSMUSG00000002227,0,337,56,4,322,16,0,0,0,88,1728,0,0,0,7,337,0,258,160,27
ENSMUSG00000002233,0,0,0,0,0,21,0,0,0,0,0,60,0,0,0,0,0,0,0,0
ENSMUSG00000002249,0,0,0,0,0,0,0,0,0,0,0,12,0,36,0,0,0,0,0,0
ENSMUSG00000002250,0,122,19,0,158,3,0,0,0,0,439,0,0,872,0,21,1038,0,0,138
ENSMUSG00000002257,0,51,0,0,0,66,249,0,0,0,535,1,117,67,13,85,1,699,0,52
ENSMUSG00000002265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000002274,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
ENSMUSG00000002279,81,35,1,1,5,3,6,25,2,0,216,0,1,3,2,1,1,1,1,5
ENSMUSG00000002280,126,60,173,0,0,8,0,47,167,4,225,88,0,0,41,0,1,66,0,0
ENSMUSG00000002289,52,1,4,0,162,0,0,0,0,2,1,0,0,0,0,0,0,0,0,118
ENSMUSG00000002297,860,265,271,0,0,1,0,450,646,24,0,0,0,1,9,68,0,0,1,293
ENSMUSG00000002307,889,705,141,42,0,3,0,108,89,23,0,0,383,0,0,320,0,0,0,40
ENSMUSG00000002308,54,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002319,1018,1225,171,298,33,12,114,34,757,0,619,0,0,0,0,0,95,0,0,1147
ENSMUSG00000002320,60,115,1,366,0,33,0,5,6,19,1,0,0,3,0,220,0,29,0,59
ENSMUSG00000002324,162,632,343,76,0,764,0,14,169,0,0,0,0,0,176,708,496,30,0,0
ENSMUSG00000002325,439,120,289,293,579,82,0,60,98,91,156,12,3,331,16,163,522,9,0,2
ENSMUSG00000002326,71,133,79,41,0,1851,389,135,1,38,83,0,426,281,19,4,0,0,0,925
ENSMUSG00000002329,308,184,973,345,207,34,0,66,2,193,189,33,5,82,250,178,0,1,0,897
ENSMUSG00000002332,0,466,306,0,31,7,662,83,0,0,0,0,7,333,90,273,1392,101,0,87
ENSMUSG00000002341,0,1,0,1,1,0,3,3,0,0,1,0,0,0,0,1,1,10,0,2
ENSMUSG00000002342,97,18,117,14,0,38,0,9,38,2,0,0,0,0,59,345,0,0,0,316
ENSMUSG00000002343,292,73,102,49,0,296,0,80,0,0,0,0,0,0,0,57,0,0,0,0
ENSMUSG00000002345,171,387,36,177,100,0,0,59,104,0,0,0,1,245,0,0,0,79,0,0
ENSMUSG00000002346,111,1,172,130,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002365,50,16,385,0,244,0,0,26,0,0,0,0,0,0,0,3,1,10,0,0
ENSMUSG00000002372,45,215,251,272,2,102,42,219,113,0,23,0,217,0,0,53,0,562,18,380
ENSMUSG00000002379,924,114,483,548,263,71,0,126,10,0,126,48,0,0,40,331,0,145,206,159
ENSMUSG00000002384,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002393,0,0,149,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000002395,2992,1422,1029,2597,850,1930,3352,424,113,183,184,4,272,1345,153,2158,2083,443,506,1776
ENSMUSG00000002396,86,21,90,0,35,0,315,62,0,0,50,0,2,0,0,0,0,0,227,0
ENSMUSG00000002409,1,0,39,122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002413,305,160,43,468,279,14,1,0,1,401,1210,0,11,0,266,832,106,365,216,1354
ENSMUSG00000002416,869,150,445,282,4,32,89,192,70,30,0,37,2,0,10,90,0,0,0,281
ENSMUSG00000002428,216,371,191,15,0,6,1145,46,18,0,7,22,385,0,291,269,0,0,1,387
ENSMUSG00000002455,163,303,366,39,346,274,406,239,2,114,9,0,0,0,39,32,2,0,0,1
ENSMUSG00000002458,0,64,8,0,890,219,189,0,60,0,1772,3,0,571,0,609,51,997,0,662
ENSMUSG00000002475,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002477,1802,1337,729,733,98,30,113,275,152,110,0,78,61,366,192,174,54,25,60,589
ENSMUSG00000002486,0,70,0,11,0,3,345,3,1,0,61,87,0,0,0,0,0,0,0,4
ENSMUSG00000002489,4,2,29,0,0,11,20,0,0,0,71,2,0,3,7,58,89,0,0,57
ENSMUSG00000002496,768,547,195,202,0,38,0,92,0,430,242,1,1,1,125,173,15,0,0,135
ENSMUSG00000002500,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ENSMUSG00000002504,0,0,0,0,0,8,163,0,0,0,1,0,56,0,0,11,0,0,130,228
ENSMUSG00000002524,1478,1356,320,297,263,77,513,414,253,0,34,4,18,77,80,125,0,496,257,937
ENSMUSG00000002546,27,8,16,94,100,1,22,3,0,0,2,1,8,0,0,3,38,0,0,0
ENSMUSG00000002550,59,33,47,4,0,31,63,102,0,0,257,19,0,65,3,58,0,0,0,78
ENSMUSG00000002578,0,1,0,0,0,116,1,0,0,0,1,0,0,1,0,0,0,1,0,0
ENSMUSG00000002580,108,118,0,14,212,8,299,45,0,0,255,2,0,28,20,0,0,1,0,174
ENSMUSG00000002602,0,0,0,0,0,0,0,0,131,0,0,0,0,54,0,0,8,0,0,0
ENSMUSG00000002603,208,103,151,88,8,5,0,212,82,129,0,29,0,4,318,66,4,77,0,39
ENSMUSG00000002608,317,395,528,140,6,432,1,257,3,191,1,0,0,244,33,379,3,0,0,936
ENSMUSG00000002617,121,0,19,0,0,1620,0,0,0,0,0,0,0,412,0,0,0,1,0,0
ENSMUSG00000002625,16,157,310,26,560,191,345,0,33,0,0,1,22,480,71,592,275,53,365,46
ENSMUSG00000002635,384,789,326,6,5,0,685,22,0,417,1,0,167,0,57,310,0,0,0,376
ENSMUSG00000002658,1051,1615,606,890,0,0,0,798,908,408,0,0,0,1,282,1,546,3,0,26
ENSMUSG00000002660,540,573,421,642,16,9,1422,175,88,371,89,0,3,570,95,0,595,25,0,238
ENSMUSG00000002661,420,273,331,198,0,32,835,104,0,0,2,0,0,0,0,324,0,0,0,2
ENSMUSG00000002668,0,0,0,0,560,546,0,0,0,0,28,64,0,238,5,128,15,45,0,1
ENSMUSG00000002679,918,277,23,85,0,4,0,194,0,159,0,1,0,0,12,286,0,0,0,101
ENSMUSG00000002699,0,0,0,0,8,1368,744,0,49,0,932,150,408,644,365,885,1038,9,100,49
ENSMUSG00000002718,4312,5352,1871,4548,1064,2516,0,1807,1767,1006,2486,0,573,0,634,529,581,1182,52,798
ENSMUSG00000002728,867,372,276,697,185,35,1,307,98,116,4,241,0,505,373,243,485,608,0,1775
ENSMUSG00000002731,288,0,152,223,92,11,0,0,4,1,0,0,392,1830,53,49,1459,481,0,159
ENSMUSG00000002732,0,0,0,0,0,4,270,0,0,0,0,0,0,0,0,31,255,0,0,0
ENSMUSG00000002733,116,195,514,255,331,0,0,198,45,0,0,234,0,11,248,377,1348,0,274,776
ENSMUSG00000002741,233,58,59,377,0,205,11,206,0,48,0,0,1,1610,0,77,0,0,0,84
ENSMUSG00000002748,808,898,709,724,505,110,0,410,252,154,413,158,143,1526,234,836,0,122,0,1114
ENSMUSG00000002763,218,226,473,141,0,0,22,183,0,0,1,1,33,97,0,130,169,45,1,530
ENSMUSG00000002767,1144,1176,595,1246,0,17,0,304,152,17,0,0,0,199,92,11,1,518,236,75
ENSMUSG00000002768,44,90,260,0,0,40,0,151,0,42,0,0,0,80,0,1,0,0,1,0
ENSMUSG00000002769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002771,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,258
ENSMUSG00000002778,397,438,481,176,33,97,0,178,20,61,55,71,93,0,116,1,1,20,125,26
ENSMUSG00000002781,5,17,3,18,0,0,0,2,0,0,41,0,0,0,0,1,0,0,2,0
ENSMUSG00000002797,0,0,0,0,0,26,0,79,31,0,0,0,0,0,0,0,0,0,0,31
ENSMUSG00000002803,33,0,0,39,1446,1,0,0,152,0,0,1,0,0,0,534,36,0,0,0
ENSMUSG00000002804,8,0,7,0,660,612,0,4,0,0,4,0,214,0,0,107,0,0,0,168
ENSMUSG00000002808,1224,1509,694,765,0,0,0,408,191,424,0,0,0,0,0,14,0,0,0,61
ENSMUSG00000002812,194,1167,354,302,0,1729,1085,70,201,143,2,114,120,2112,411,223,224,0,339,708
ENSMUSG00000002814,440,0,0,0,0,0,6,63,310,0,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000002820,143,94,48,2,0,13,183,49,43,0,6,0,0,0,0,76,0,0,0,50
ENSMUSG00000002825,881,333,135,97,0,17,0,208,387,1,1882,0,0,0,139,2,232,0,0,101
ENSMUSG00000002833,140,201,490,317,0,2,275,135,0,2,0,0,0,397,0,252,0,0,88,130
ENSMUSG00000002835,198,0,115,24,0,0,0,128,627,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002844,162,203,240,69,534,315,0,260,0,0,5,0,22,11,59,125,0,312,0,31
ENSMUSG00000002845,279,234,469,341,596,265,190,116,129,1,0,0,136,0,99,69,0,475,0,2
ENSMUSG00000002846,3,2,31,12,0,16,0,78,0,1,0,0,0,0,4,1,1,0,0,70
ENSMUSG00000002870,3624,2008,2852,1376,0,2,0,596,1839,715,94,0,99,0,131,107,0,5,198,1480
ENSMUSG00000002871,153,51,64,391,17,0,0,73,372,0,0,0,0,0,4,226,64,0,0,12
ENSMUSG00000002881,95,337,209,1,189,24,741,121,1,3,745,0,102,747,13,185,1,11,323,39
ENSMUSG00000002885,239,117,677,1061,0,3,231,210,0,97,445,4,276,3,0,535,80,950,352,424
ENSMUSG00000002897,286,52,102,145,156,21,27,31,2,0,440,0,196,231,15,171,0,0,111,171
ENSMUSG00000002900,0,0,37,0,0,135,0,0,0,0,0,0,0,0,2,0,0,0,0,1
ENSMUSG00000002908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002910,21,88,3,2,0,18,0,0,120,224,0,0,0,2,0,2,0,0,0,0
ENSMUSG00000002944,0,98,0,531,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0
ENSMUSG00000002948,154,40,0,107,18,108,1,1,71,95,99,0,7,42,1,130,20,0,149,340
ENSMUSG00000002949,796,882,674,328,158,0,0,634,495,471,218,10,0,0,138,755,31,0,0,146
ENSMUSG00000002957,1121,883,276,176,1,23,1,199,490,407,13,4,563,424,0,145,0,0,163,564
ENSMUSG00000002963,130,43,0,174,364,5,27,0,0,0,436,0,0,455,0,0,495,0,0,3
ENSMUSG00000002968,147,83,50,12,10,3,590,14,15,0,7,0,9,0,7,2,0,0,4,4
ENSMUSG00000002980,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000002981,181,157,120,515,0,16,0,210,269,0,16,0,129,27,29,13,1,0,0,6
ENSMUSG00000002983,0,0,0,2,0,1586,0,0,0,0,0,0,0,123,0,0,0,0,0,0
ENSMUSG00000002984,699,979,890,270,0,7,0,346,195,264,0,8,0,0,112,116,0,80,160,1
ENSMUSG00000002985,0,2,8,0,0,20,0,0,0,0,7,0,2,111,187,25,1587,1443,285,23
ENSMUSG00000002996,1155,857,396,814,1642,1598,1509,63,109,138,421,818,439,2034,22,1147,1467,32,1,95
ENSMUSG00000002997,1604,2354,1049,3199,346,17,509,751,321,165,844,345,121,256,1222,709,0,3,0,849
ENSMUSG00000003031,53,4,15,40,9,8,4,2,5,7,29,0,0,33,3,14,1,0,8,6
ENSMUSG00000003032,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003033,1978,1305,1103,2287,352,1,1406,393,433,902,512,693,0,828,111,276,549,294,906,529
ENSMUSG00000003037,552,509,317,318,749,67,183,624,32,192,75,0,0,0,0,0,0,150,0,915
ENSMUSG00000003038,305,588,640,768,128,67,258,201,282,103,1256,8,112,155,106,341,362,407,61,1152
ENSMUSG00000003039,3271,2357,370,1463,1378,490,3370,162,189,0,0,46,1722,853,0,898,2242,157,0,753
ENSMUSG00000003051,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000003062,221,186,205,453,0,41,2,161,27,1,0,245,0,281,72,37,382,0,18,69
ENSMUSG00000003068,449,688,573,156,0,3,1281,467,193,12,408,0,88,133,312,897,49,244,78,229
ENSMUSG00000003072,1034,533,1144,453,150,92,0,586,103,311,424,0,3,35,101,194,0,118,0,513
ENSMUSG00000003099,475,520,854,643,22,1528,2268,297,251,2,1079,8,63,7,30,1264,0,6,186,1527
ENSMUSG00000003119,1,131,303,395,818,1,0,0,242,0,0,0,0,1,23,0,283,0,1,1
ENSMUSG00000003123,121,120,4,0,0,36,0,0,0,0,0,1,0,850,0,0,0,0,0,0
ENSMUSG00000003131,1490,3534,1335,1062,1274,512,2,895,489,20,0,1,73,2231,163,2,811,1001,81,720
ENSMUSG00000003134,7,0,7,19,0,3,0,147,2,106,7,953,1,0,1,808,91,1,0,2
ENSMUSG00000003135,354,408,78,115,0,297,2,115,0,178,191,0,0,0,0,376,801,0,0,47
ENSMUSG00000003153,246,51,264,0,437,368,0,84,0,63,3346,0,2,157,60,870,0,0,205,124
ENSMUSG00000003154,6,0,12,3,0,56,11,1,0,0,24,2,0,0,65,2,0,44,0,0
ENSMUSG00000003161,1225,1202,1006,781,138,1480,155,442,198,135,497,0,0,157,7,287,6,642,491,289
ENSMUSG00000003166,414,547,161,104,403,26,0,57,92,1,2117,524,0,26,0,158,10,0,0,0
ENSMUSG00000003178,0,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003184,418,726,811,361,183,334,8,180,0,34,0,283,77,95,450,126,2888,243,0,17
ENSMUSG00000003190,0,30,90,0,3,554,0,114,30,0,0,1,0,546,0,135,20,0,94,4
ENSMUSG00000003198,139,295,0,199,0,0,0,104,0,0,0,0,217,667,0,97,2,0,0,1
ENSMUSG00000003199,0,0,0,1,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,551
ENSMUSG00000003200,305,98,267,311,77,12,3,54,0,0,167,8,72,77,7,412,58,6,0,139
ENSMUSG00000003206,0,0,0,0,164,424,0,0,0,0,0,3,366,264,0,41,0,0,0,83
ENSMUSG00000003208,93,0,9,145,0,0,0,62,21,0,13,3,0,795,0,78,0,0,0,79
ENSMUSG00000003226,575,738,645,459,162,596,499,471,185,61,171,4,143,393,11,39,116,0,191,116
ENSMUSG00000003227,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,198,0,0,0,0
ENSMUSG00000003228,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000003233,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0
ENSMUSG00000003234,360,860,164,727,0,1,0,44,0,1,0,0,147,1,332,33,0,0,0,253
ENSMUSG00000003235,554,631,360,653,0,16,0,27,2,0,0,0,16,0,91,0,15,0,1,82
ENSMUSG00000003269,135,70,247,20,0,34,1,49,76,0,0,0,10,0,30,96,23,59,0,531
ENSMUSG00000003273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
ENSMUSG00000003279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
ENSMUSG00000003299,110,10,175,48,0,3,0,14,0,1,0,0,0,1,0,6,0,0,7,391
ENSMUSG00000003308,344,403,111,0,0,391,15,11,16,0,0,0,60,980,130,31,0,0,0,18
ENSMUSG00000003309,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003316,46,1,90,974,2643,17,497,324,370,49,195,8,0,0,0,556,2,96,0,364
ENSMUSG00000003344,1,3,29,183,79,2,115,50,0,0,44,0,5,0,0,0,232,0,0,244
ENSMUSG00000003345,475,710,739,125,602,117,8,79,153,45,2,7,25,1120,69,316,6,0,510,56
ENSMUSG00000003346,1020,1222,1185,1485,0,140,707,536,278,234,1940,26,0,2427,49,430,1271,3,141,1
ENSMUSG00000003355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000003360,1,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2
ENSMUSG00000003363,0,78,0,0,0,10,0,0,0,0,122,0,0,0,0,14,0,0,0,0
ENSMUSG00000003378,0,30,0,6,15,0,0,0,0,0,0,0,3,222,144,253,4,0,0,46
ENSMUSG00000003379,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003380,492,359,282,604,24,502,436,181,209,0,190,163,25,1182,210,70,37,334,0,31
ENSMUSG00000003382,0,0,0,0,0,753,216,13,0,38,0,0,0,63,10,161,820,0,0,106
ENSMUSG00000003402,617,232,93,146,0,1,0,285,179,117,0,23,334,86,805,6,227,65,50,18
ENSMUSG00000003410,3,1,1,3,1,5,1,1,0,0,0,0,1,2,2,1,1,2,0,1
ENSMUSG00000003411,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003420,0,0,0,0,152,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ENSMUSG00000003421,304,303,352,101,72,23,405,206,520,103,169,42,7,0,0,78,0,431,0,71
ENSMUSG00000003423,286,356,338,231,66,12,184,118,0,91,61,0,26,1293,1,160,0,366,280,2
ENSMUSG00000003429,17402,6163,7190,7056,3523,6259,2615,3291,1759,1181,4625,1436,1082,11572,2323,5968,7075,3513,1356,8128
ENSMUSG00000003435,1433,886,1213,348,174,96,1329,232,85,1,690,3,7,172,210,110,1894,52,123,234
ENSMUSG00000003437,827,643,103,259,1,3,34,48,56,0,0,22,576,0,2,275,170,137,209,141
ENSMUSG00000003438,1085,353,1277,397,0,967,0,535,70,95,1,0,62,1,1,0,0,0,7,188
ENSMUSG00000003444,156,34,98,20,0,0,0,14,0,58,0,0,67,193,19,28,0,0,5,98
ENSMUSG00000003452,0,0,346,0,1,1,904,0,0,0,0,0,0,0,304,0,0,0,0,45
ENSMUSG00000003458,587,750,276,396,743,169,0,125,0,0,0,19,361,251,0,180,0,1016,0,220
ENSMUSG00000003464,83,591,0,23,754,117,0,3,0,0,6,0,0,180,100,127,29,1,0,159
ENSMUSG00000003469,20,60,0,125,0,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003500,236,0,95,56,348,213,851,144,22,0,222,0,0,437,208,37,40,0,0,27
ENSMUSG00000003518,0,0,0,1,50,0,0,0,0,0,2,0,158,0,56,0,0,0,0,0
ENSMUSG00000003526,0,0,0,0,4,11,0,0,0,0,638,0,0,548,7,342,0,223,0,0
ENSMUSG00000003527,139,33,1,24,0,0,134,133,0,65,105,0,0,0,63,41,43,0,0,5
ENSMUSG00000003528,518,144,329,0,47,1,4,681,1,0,0,0,13,2,0,150,86,0,0,670
ENSMUSG00000003531,136,158,649,215,0,2,0,44,0,330,1,31,227,2,0,264,1634,0,0,558
ENSMUSG00000003534,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003541,0,0,0,0,30,61,0,0,0,0,0,10,146,0,0,106,1,977,0,122
ENSMUSG00000003545,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003546,0,0,0,0,39,30,0,0,0,0,0,0,39,0,0,17,1,0,0,0
ENSMUSG00000003549,82,41,39,23,0,20,0,75,3,0,21,0,0,0,48,221,0,0,0,0
ENSMUSG00000003559,0,0,0,0,634,4,0,0,0,0,145,93,77,343,1360,133,849,790,859,427
ENSMUSG00000003573,3,3,5,7,1,0,44,0,0,0,1,0,2,13,0,3,10,3,6,103
ENSMUSG00000003575,4,0,17,0,0,256,0,94,0,0,0,1,0,97,0,17,0,0,0,62
ENSMUSG00000003581,0,4,23,0,0,1,0,4,0,5,73,2,1,0,0,73,0,0,0,47
ENSMUSG00000003585,208,1,0,207,0,0,0,0,118,73,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003604,176,3,323,15,0,0,0,3,1,101,0,0,0,12,0,108,2,9,0,4
ENSMUSG00000003617,0,0,25,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000003623,32,241,346,353,137,4,0,0,0,0,249,0,30,1478,4,537,0,0,350,71
ENSMUSG00000003644,448,194,89,228,342,110,12,133,167,5,340,11,0,263,168,735,91,116,30,287
ENSMUSG00000003657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003660,2805,6059,2177,3497,84,968,1304,1064,193,624,1678,42,97,1171,873,1211,0,1,500,1973
ENSMUSG00000003662,369,374,37,915,155,88,0,102,166,1,6,45,0,1036,0,152,303,49,13,253
ENSMUSG00000003680,4,124,154,1,0,96,3,2,3,0,0,1,0,0,5,3,0,1,0,141
ENSMUSG00000003721,427,219,122,245,0,111,18,72,0,0,1,0,0,0,0,0,123,0,0,73
ENSMUSG00000003731,165,5,62,0,0,6,25,49,116,4,0,0,0,0,87,30,15,0,0,5
ENSMUSG00000003746,278,140,477,315,726,2561,1169,18,19,56,6,1059,0,1237,4,306,1133,2,4,491
ENSMUSG00000003752,18,50,0,0,0,0,0,0,41,0,1,0,0,0,0,0,5,22,0,14
ENSMUSG00000003762,164,8,44,0,0,0,224,0,0,0,0,0,463,0,4,0,0,0,0,64
ENSMUSG00000003778,1778,1047,1571,89,174,39,1,150,326,665,2151,579,1,21,0,453,223,8,0,300
ENSMUSG00000003779,316,483,196,237,0,4,0,108,115,68,0,0,0,0,0,68,0,1,0,1
ENSMUSG00000003808,977,756,251,258,2,38,2,112,362,5,432,0,0,181,39,40,49,304,0,1143
ENSMUSG00000003809,143,9,388,578,0,0,0,0,0,0,2,147,0,0,0,2,121,0,0,0
ENSMUSG00000003810,221,110,332,42,0,0,0,13,1,141,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003812,66,42,0,2,112,1,11,1,0,0,0,0,0,0,65,0,0,0,0,4
ENSMUSG00000003813,11,114,160,13,121,42,89,11,137,191,0,0,3,4,1,120,0,172,2,230
