,limprep_cd150minus_C10,limprep_cd150minus_C12,limprep_cd150minus_C6,limprep_cd150minus_C9,limprep_cd150minus_D11,limprep_cd150minus_D12,limprep_cd150minus_D3,limprep_cd150minus_D4,limprep_cd150minus_D5,limprep_cd150minus_D8,limprep_cd150minus_D9,limprep_cd150plus_A10,limprep_cd150plus_A11,limprep_cd150plus_A3,limprep_cd150plus_A8,limprep_cd150plus_B11,limprep_cd150plus_B12,limprep_cd150plus_B3,limprep_cd150plus_B4,limprep_cd150plus_B9
ENSMUSG00000096171,2,0,0,2,0,0,0,3,0,0,1,0,0,1,0,4,0,1,0,0
ENSMUSG00000096173,7,1,0,4,0,8,5,0,1,0,1,0,0,2,2,1,0,8,1,2
ENSMUSG00000096177,25,16,24,40,14,119,5,24,14,1,15,3,3,2,23,6,3,15,3,13
ENSMUSG00000096184,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096188,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,285,0,0,0,34
ENSMUSG00000096191,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096197,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096199,215,55,325,106,1,47,0,40,29,0,0,0,0,105,0,216,0,0,0,62
ENSMUSG00000096210,0,0,472,1,126,436,39,0,123,0,0,0,1,839,237,22,469,25,0,42
ENSMUSG00000096216,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSMUSG00000096217,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096221,1,242,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,0,0
ENSMUSG00000096229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000096232,241,140,148,361,22,1,0,49,22,41,0,0,0,15,2,14,76,0,0,0
ENSMUSG00000096240,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000096245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096252,38,4,3,0,25,3,14,0,0,0,0,0,0,3,0,11,0,0,0,5
ENSMUSG00000096255,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096258,2,2,5,11,12,18,7,15,10,0,2,2,2,1,2,3,0,20,0,2
ENSMUSG00000096262,126,83,110,0,0,8,145,0,3,8,0,0,33,0,0,213,49,0,0,5
ENSMUSG00000096269,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
ENSMUSG00000096280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000096286,1,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000096299,0,0,0,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000096316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096319,2,2,8,4,6,2,1,6,3,0,0,0,1,8,1,0,2,5,1,1
ENSMUSG00000096344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSMUSG00000096349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096351,5,2,2,6,3,0,0,4,5,0,1,2,0,2,0,1,0,0,0,0
ENSMUSG00000096352,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000096354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096362,1,1,1,2,0,4,1,5,2,0,1,0,0,0,0,1,1,5,1,0
ENSMUSG00000096363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000096370,11,0,82,90,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096385,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096391,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000096400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096401,70,30,60,53,27,300,647,13,145,8,18,27,5,1,1,48,1073,92,0,214
ENSMUSG00000096403,7,8,39,27,1,1,0,10,14,8,3,0,0,3,1,1,0,0,2,0
ENSMUSG00000096420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSMUSG00000096433,207,23,5,170,0,1,23,0,0,51,203,0,5,0,0,71,0,0,0,45
ENSMUSG00000096434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096437,6,4,8,8,2,1,2,5,4,0,2,0,3,4,6,1,5,3,0,5
ENSMUSG00000096438,0,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0
ENSMUSG00000096440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
ENSMUSG00000096448,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
ENSMUSG00000096449,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096450,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096453,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000096472,0,0,49,65,0,0,505,0,0,0,0,8,248,9,4,12,0,0,0,1
ENSMUSG00000096473,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096474,87,16,46,20,14,7,19,22,16,1,18,4,2,26,10,16,12,14,20,37
ENSMUSG00000096486,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
ENSMUSG00000096493,10,14,10,30,21,19,30,13,2,0,31,3,5,4,14,1,17,2,1,11
ENSMUSG00000096517,3,2,4,1,3,3,4,2,1,0,2,1,0,1,2,0,2,5,2,2
ENSMUSG00000096519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000096521,5,3,4,8,4,12,0,2,1,0,2,0,0,0,3,3,2,2,0,1
ENSMUSG00000096522,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096544,4,10,2,0,7,54,0,3,12,11,0,0,0,0,5,3,0,16,7,0
ENSMUSG00000096557,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096563,1,0,1,0,1,1,0,7,0,0,0,0,0,0,0,16,0,0,0,18
ENSMUSG00000096567,3,0,3,8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ENSMUSG00000096570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096571,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096579,2,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,0
ENSMUSG00000096603,0,0,0,0,466,1,0,0,0,0,3,0,1,0,0,51,108,0,0,32
ENSMUSG00000096606,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096614,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2
ENSMUSG00000096617,3,5,4,7,0,2,1,0,0,0,3,0,0,4,1,4,0,1,0,2
ENSMUSG00000096623,3,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1
ENSMUSG00000096629,0,0,0,0,4,0,78,0,0,0,0,0,0,1,0,69,0,0,0,2
ENSMUSG00000096635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096647,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096655,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096662,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096681,4,2,3,7,8,3,3,4,0,0,1,0,0,0,3,1,0,0,0,1
ENSMUSG00000096687,21,0,0,5,317,30,265,0,0,120,3236,0,0,0,1,743,0,0,0,2
ENSMUSG00000096696,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,33,0,0,0,8
ENSMUSG00000096699,8,3,5,5,2,17,4,7,0,98,3,0,2,7,9,3,8,6,0,4
ENSMUSG00000096702,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096712,37,8,33,39,8,10,37,35,61,2,11,0,11,13,42,16,7,68,22,30
ENSMUSG00000096722,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000096726,7,7,11,21,2,15,6,15,7,0,4,0,3,2,14,1,2,9,0,14
ENSMUSG00000096727,4,0,354,138,162,1999,334,0,17,0,0,72,88,532,127,392,99,64,0,210
ENSMUSG00000096745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ENSMUSG00000096755,0,3,5,6,1,6,1,4,3,0,1,0,0,0,2,0,1,13,0,2
ENSMUSG00000096763,0,0,1,2,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1
ENSMUSG00000096768,1112,48,253,604,461,535,438,226,314,454,290,24,36,1318,103,754,166,450,234,772
ENSMUSG00000096775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000096789,7,8,18,18,5,13,9,6,3,2,4,0,1,2,11,11,0,14,1,25
ENSMUSG00000096793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000096795,0,15,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0
ENSMUSG00000096803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096807,57,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096810,3,1,3,1,2,15,0,2,2,0,1,0,1,1,3,1,0,4,0,1
ENSMUSG00000096815,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096831,20,13,30,39,24,17,18,28,12,0,12,3,3,5,24,6,15,16,2,26
ENSMUSG00000096839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000096841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000096842,302,103,188,147,37,27,42,69,30,23,42,16,1,180,11,92,14,26,9,129
ENSMUSG00000096849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000096856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000096874,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
ENSMUSG00000096883,0,0,0,0,0,0,410,0,0,0,0,5,0,7,0,0,0,0,0,35
ENSMUSG00000096887,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSG00000096895,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
ENSMUSG00000096904,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000096905,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000096910,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ENSMUSG00000096917,0,0,31,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
ENSMUSG00000096920,1,0,2,1,0,0,1,0,5,0,0,0,0,1,0,0,2,0,0,2
ENSMUSG00000096922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSMUSG00000096926,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
ENSMUSG00000096927,0,0,0,0,3,1,0,1,3,0,0,0,0,0,0,0,0,7,2,0
ENSMUSG00000096929,0,0,13,0,0,0,0,0,0,0,0,0,0,0,121,123,0,0,0,0
ENSMUSG00000096932,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096935,0,12,65,0,0,2,0,1,0,0,51,0,3,244,0,0,0,0,0,0
ENSMUSG00000096939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000096941,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096942,383,133,282,249,89,452,131,112,73,11,147,70,28,294,102,205,210,187,7,325
ENSMUSG00000096946,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096947,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,0,0,0,0,0
ENSMUSG00000096948,1,3,3,0,5,2,1,0,0,0,2,0,0,0,2,5,6,1,0,0
ENSMUSG00000096950,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096952,13,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096954,0,0,0,0,2053,186,0,0,0,0,0,0,0,495,0,0,0,0,0,85
ENSMUSG00000096956,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0
ENSMUSG00000096959,0,0,0,0,0,0,0,0,0,1,0,0,0,207,0,0,0,0,0,0
ENSMUSG00000096965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096970,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
ENSMUSG00000096971,0,0,0,0,0,0,280,0,0,0,0,0,0,146,0,77,0,0,0,4
ENSMUSG00000096973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000096974,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096976,33,1,3,36,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000096979,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,1,0
ENSMUSG00000096980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096982,477,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096983,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,43,0,0,0,0
ENSMUSG00000096985,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000096986,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096988,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096990,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096991,0,0,0,0,0,0,350,0,75,0,0,0,0,0,1,0,0,0,0,1
ENSMUSG00000096994,0,0,1,1,1,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1
ENSMUSG00000097000,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0
ENSMUSG00000097006,0,147,0,648,0,607,4,5,0,85,10,0,52,0,1,104,131,2,0,22
ENSMUSG00000097013,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0
ENSMUSG00000097014,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000097022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097032,5,0,45,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ENSMUSG00000097033,2,42,0,1,2,1,2,27,1,0,2,1,1,0,1,0,0,0,0,0
ENSMUSG00000097039,313,379,608,163,0,0,0,358,7,22,0,0,0,0,0,18,0,0,0,0
ENSMUSG00000097041,6,5,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2
ENSMUSG00000097042,167,584,5,5,0,58,4,0,0,0,0,0,0,0,2,391,0,0,0,536
ENSMUSG00000097047,0,1,0,33,80,100,0,46,55,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097048,105,58,0,233,245,86,0,64,0,1,0,0,0,0,19,321,352,0,0,196
ENSMUSG00000097051,0,3,1,2,9,3,9,4,0,0,11,1,0,2,2,4,1,1,0,112
ENSMUSG00000097052,230,357,126,570,10,14,2318,52,49,0,1488,2,0,0,0,106,1812,70,0,10
ENSMUSG00000097056,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097057,0,0,0,1,2,11,0,0,0,0,427,0,0,0,0,0,0,0,0,0
ENSMUSG00000097058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
ENSMUSG00000097059,0,1,0,4,44,0,0,0,0,0,7,0,1,0,0,51,0,0,9,0
ENSMUSG00000097061,169,361,35,879,110,0,0,88,0,0,238,0,0,0,8,0,0,0,0,57
ENSMUSG00000097062,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000097064,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000097068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000097071,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0
ENSMUSG00000097073,0,0,364,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097080,0,29,72,2,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000097084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097086,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000097092,0,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
ENSMUSG00000097093,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,60,0,0
ENSMUSG00000097095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000097099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
ENSMUSG00000097101,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097103,56,0,0,0,0,1,0,0,0,0,73,0,0,336,0,0,0,0,0,0
ENSMUSG00000097106,1,1,4,2,4,1,2,3,1,0,1,0,1,0,3,1,1,2,0,7
ENSMUSG00000097109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,369
ENSMUSG00000097113,0,0,0,0,0,0,1,1,0,0,0,0,19,0,0,0,0,0,0,0
ENSMUSG00000097115,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,732,0,0
ENSMUSG00000097116,1,0,1,1,0,0,2,1,2,0,1,1,0,0,0,0,1,0,0,2
ENSMUSG00000097119,85,127,0,240,976,1,0,0,0,0,84,0,0,0,1,219,59,20,0,0
ENSMUSG00000097121,0,9,0,0,0,3,0,0,0,0,0,0,0,0,13,107,0,0,0,71
ENSMUSG00000097122,5,0,128,15,763,0,0,0,0,0,0,0,0,0,0,5,0,0,6,1
ENSMUSG00000097123,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097130,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000097131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097132,0,0,0,0,1,1,4,0,0,0,0,0,2,0,2,0,0,6,0,0
ENSMUSG00000097133,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000097138,62,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097139,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,0,0,0,0
ENSMUSG00000097142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000097145,0,0,0,260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097148,3,8,10,2,3,5,3,1,6,0,2,0,0,2,2,0,2,2,2,12
ENSMUSG00000097150,0,0,163,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097151,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097152,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097154,1,0,0,0,0,0,0,0,0,1,2,0,64,0,0,265,1,0,0,0
ENSMUSG00000097155,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000097156,19,11,60,47,38,31,115,36,18,1,45,4,8,12,60,12,50,134,13,38
ENSMUSG00000097157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000097162,0,11,0,6,0,8,0,0,0,0,1,0,0,17,11,13,0,16,0,0
ENSMUSG00000097163,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097164,272,0,92,466,29,879,0,206,108,4,1212,1,0,0,284,6,3,0,0,0
ENSMUSG00000097167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,16
ENSMUSG00000097168,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
ENSMUSG00000097171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097174,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,79,0,0,0,0
ENSMUSG00000097175,2,0,3,1,1,7,2,3,2,0,2,0,1,1,0,0,1,7,0,1
ENSMUSG00000097176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000097177,6,3,15,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000097180,27,699,155,10,0,0,0,125,30,1,0,0,106,0,168,0,0,0,0,0
ENSMUSG00000097186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097187,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0
ENSMUSG00000097188,2516,1385,1223,1173,548,410,441,750,753,283,308,0,133,188,144,123,1649,200,90,778
ENSMUSG00000097189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097191,0,0,0,10,0,0,0,0,0,0,1,0,0,260,0,0,0,0,0,0
ENSMUSG00000097193,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097194,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097195,3816,2436,1935,38,898,3,653,374,184,553,408,160,6,1,1276,1,0,57,816,1074
ENSMUSG00000097196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0
ENSMUSG00000097197,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097207,0,1,53,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0
ENSMUSG00000097208,1,1,0,3,0,4,3,1,0,0,1,0,0,1,1,1,5,4,0,0
ENSMUSG00000097213,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,10,0,0,0,1
ENSMUSG00000097215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097219,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
ENSMUSG00000097227,0,146,0,74,0,0,0,0,0,0,0,293,0,0,0,8,0,0,0,328
ENSMUSG00000097230,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
ENSMUSG00000097234,2,7,1,2,0,2,1,0,0,1,0,0,0,1,0,3,2,0,0,1
ENSMUSG00000097236,13,0,0,15,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
ENSMUSG00000097239,18,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000097242,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097244,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000097245,13,0,1,3,1,0,0,3,1,0,1,0,0,10,0,2,3,0,0,0
ENSMUSG00000097246,0,0,0,244,1,0,0,0,0,0,0,0,0,0,0,126,0,0,0,2
ENSMUSG00000097248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097252,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097253,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000097254,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097255,2,6,10,9,2,5,8,7,8,0,14,0,0,1,1,6,2,18,1,7
ENSMUSG00000097257,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097258,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,408,0,1
